sub	ses	task	run	n_volumes	mean_fd_p	median_fd_p	max_fd_p	prop_fd_p_over_thresh	n_fd_p_over_thresh	mean_dvars	site	avg_en	exclude_euler	exclude_mriqc	exclude	exclude_reason
sub-ADNI114S6347	ses-M024	task-rest		197	0.2787323271163561	0.2066406976417776	1.7586134891503762	0.0507614213197969	10	1.2479260612244898	114	-170.0	1	1	1	euler_site_outlier;mriqc_outlier
sub-ADNI114S6462	ses-M000	task-rest		197	0.6891560858090465	0.2420792517638372	14.096032102357418	0.1928934010152284	38	0.9678008724489798	114	-17.0	0	1	1	mriqc_outlier
sub-ADNI116S6100	ses-M024	task-rest		46	3.1344864392076914	2.0032152388204203	10.815088812943271	0.782608695652174	36	1.4311425111111111	116	-11.0	0	1	1	mean_fd_p>0.7;prop_fd_p_over_thresh>0.4;mriqc_outlier
sub-ADNI116S6543	ses-M012	task-rest		156	0.3321459924561482	0.1433272780804934	3.437425346032392	0.0833333333333333	13	1.262413129032258	116	-7.0	0	1	1	mriqc_outlier
sub-ADNI123S0106	ses-M138	task-rest		197	0.2870720712457136	0.264941687393986	0.858124312788049	0.0101522842639593	2	1.3227886734693877	123	-20.0	0	1	1	mriqc_outlier
sub-ADNI123S1300	ses-M120	task-rest		197	0.2428543397764216	0.1980235218653813	0.9409628383326124	0.0101522842639593	2	1.2271325153061226	123	-25.0	0	1	1	mriqc_outlier
sub-ADNI126S4507	ses-M102	task-rest		200	0.1918644852454053	0.1547056374376246	0.8756115187552796	0.005	1	0.871651432160804	126	-81.0	0	1	1	mriqc_outlier
sub-ADNI126S6559	ses-M000	task-rest		200	0.2505099915466188	0.2402463745236966	0.7084672079222114	0.0	0	0.9814711557788948	126	-96.0	1	1	1	euler_site_outlier;mriqc_outlier
sub-ADNI126S6559	ses-M024	task-rest		200	0.1684893368653181	0.1465620835221512	0.705026355708449	0.0	0	1.1691602361809046	126	-119.0	1	1	1	euler_site_outlier;mriqc_outlier
sub-ADNI126S6559	ses-M036	task-rest		200	0.2608713015114358	0.2446621643044553	1.2060919880519108	0.01	2	1.0886424924623117	126	-107.0	1	1	1	euler_site_outlier;mriqc_outlier
sub-ADNI126S6559	ses-M048	task-rest		200	0.2656465414314562	0.208635022675807	2.1463877684364827	0.025	5	1.0232760100502514	126	-124.0	1	1	1	euler_site_outlier;mriqc_outlier
sub-ADNI127S6173	ses-M024	task-rest		6	0.0630977911414804	0.068602508110175	0.1189572483202428	0.0	0	5.2732802	127	-7.0	0	1	1	mriqc_outlier
sub-ADNI127S6433	ses-M000	task-rest		200	0.0959712629632875	0.0699410154313773	0.5975393664023445	0.0	0	0.9145326733668342	127	-21.0	0	1	1	mriqc_outlier
sub-ADNI128S4607	ses-M090	task-rest		200	0.3477832363190938	0.1518657002617938	5.694138915596121	0.09	18	0.9416680201005024	128	-17.0	0	1	1	mriqc_outlier
sub-ADNI129S4220	ses-M012	task-rest		140	0.1185090956794373	0.1010259929103077	0.494348850705061	0.0	0	1.3056213525179854	129	-7.0	0	1	1	mriqc_outlier
sub-ADNI129S6763	ses-M000	task-rest		200	0.1773163059637529	0.1347374898091435	1.167773860880703	0.01	2	0.9772154170854273	129	-104.0	1	0	1	euler_site_outlier
sub-ADNI129S6763	ses-M012	task-rest		200	0.3064350234087904	0.2698461608058787	0.923943445974564	0.02	4	1.069374311557789	129	-107.0	1	0	1	euler_site_outlier
sub-ADNI129S6784	ses-M000	task-rest		200	0.288390806278867	0.199567415995846	1.4533678569233377	0.05	10	1.1568244422110554	129	-73.0	1	0	1	euler_site_outlier
sub-ADNI129S6784	ses-M012	task-rest		200	0.3723975100047928	0.2866044143952454	1.6542603996781042	0.07	14	1.1677538994974874	129	-135.0	1	1	1	euler_site_outlier;mriqc_outlier
sub-ADNI129S6784	ses-M024	task-rest		200	0.3543133324672955	0.2558771552101057	1.6606463097528643	0.08	16	1.0878400452261303	129	-94.0	1	1	1	euler_site_outlier;mriqc_outlier
sub-ADNI130S4294	ses-M000	task-rest		140	0.2546311927304528	0.2379160752344529	0.6361016925405361	0.0	0	1.1782775755395682	130	-10.0	0	1	1	mriqc_outlier
sub-ADNI130S4294	ses-M003	task-rest		140	0.3139316495613368	0.2800461237627782	0.9465608973935392	0.0214285714285714	3	1.3082871151079136	130	-9.0	0	1	1	mriqc_outlier
sub-ADNI130S4294	ses-M012	task-rest		140	0.3026462983600922	0.2832763807423426	0.863172536585104	0.0142857142857142	2	1.2802591438848918	130	-35.0	0	1	1	mriqc_outlier
sub-ADNI130S4294	ses-M096	task-rest		197	0.1700551036255229	0.1559166833285976	0.6037884153115546	0.0	0	1.4066188214285713	130	-68.0	0	1	1	mriqc_outlier
sub-ADNI130S4542	ses-M000	task-rest		140	0.1845691644669179	0.1468665347597186	0.8053261905350383	0.0071428571428571	1	1.1167311798561153	130	-14.0	0	1	1	mriqc_outlier
sub-ADNI130S4542	ses-M048	task-rest		200	0.2738401572638607	0.2345406245394912	2.1941834587867524	0.02	4	1.0083968040201006	130	-11.0	0	1	1	mriqc_outlier
sub-ADNI130S4589	ses-M000	task-rest		140	0.6457070098325597	0.4846724937887693	2.9171913329471875	0.2857142857142857	40	1.3689395395683457	130	-5.0	0	1	1	mriqc_outlier
sub-ADNI130S4660	ses-M003	task-rest		140	0.7909016695567284	0.5021746095267778	3.1311242363594016	0.3714285714285714	52	1.1713574172661871	130	-33.0	0	1	1	mean_fd_p>0.7;mriqc_outlier
sub-ADNI130S4660	ses-M006	task-rest		140	0.7765158281530055	0.6751489870007273	3.575656329483928	0.3571428571428571	50	1.141012510791367	130	-54.0	0	1	1	mean_fd_p>0.7;mriqc_outlier
sub-ADNI130S4660	ses-M012	task-rest		140	0.7528602178739165	0.566171896133624	3.9862826859392015	0.3428571428571428	48	1.2937626330935252	130	-34.0	0	1	1	mean_fd_p>0.7;mriqc_outlier
sub-ADNI130S4660	ses-M024	task-rest		200	0.9100316658603834	0.8451378350864057	3.2953330327923345	0.53	106	1.064748070351759	130	-28.0	0	1	1	mean_fd_p>0.7;prop_fd_p_over_thresh>0.4;mriqc_outlier
sub-ADNI130S5258	ses-M024	task-rest		200	0.6324022468976387	0.5963658370548772	1.7946404717661806	0.265	53	1.1857824120603015	130	-3.0	0	1	1	mriqc_outlier
sub-ADNI130S5258	ses-M072	task-rest		197	0.3977817934018066	0.3265742138275833	1.768892883746177	0.0812182741116751	16	1.1925650918367348	130	-24.0	0	1	1	mriqc_outlier
